AST;,0.05, ,14.57,212.6,212.6,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.57,-99,-99,91
SST;,AREG1.0.1, ,0,0, ,3,4.00,1.00, ,0,0, ,8,0
AST;,0.05, ,14.52,199.3,199.3,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.52,-99,-99,90
AST;,0.05, ,14.53,199.9,199.9,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.53,-99,-99,90
AST;,0.05, ,14.52,197.4,197.4,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.52,-99,-99,88
AST;,0.05, ,14.52,196.3,196.3,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.52,-99,-99,88
AST;,0.05, ,14.55,202.9,202.9,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.55,-99,-99,88
AST;,0.05, ,14.56,202.4,202.4,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.56,-99,-99,87
AST;,0.05, ,14.55,198.7,198.7,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.55,-99,-99,86
AST;,0.05, ,14.55,197.7,197.7,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.55,-99,-99,86
AST;,0.05, ,14.55,198.2,198.2,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.55,-99,-99,86
AST;,0.05, ,14.53,191.4,191.4,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.53,-99,-99,86
AST;,0.05, ,14.57,200.6,200.6,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.57,-99,-99,86
AST;,0.05, ,14.56,195.3,195.3,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.56,-99,-99,85
CST;,3,0,1,70,  ,1,1,  ,1,1,0, ,0,0,0,  ,128
AST;,0.05, ,14.55,193.3,193.3,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.55,-99,-99,83
AST;,0.05, ,14.52,184.2,184.2,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.52,-99,-99,83
AST;,0.05, ,14.56,191.8,191.8,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.56,-99,-99,84
AST;,0.05, ,14.55,190.0,190.0,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.55,-99,-99,84
AST;,0.05, ,14.53,181.9,181.9,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.53,-99,-99,83
AST;,0.05, ,14.56,189.7,189.7,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.56,-99,-99,82
AST;,0.05, ,14.56,187.9,187.9,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.56,-99,-99,82
AST;,0.05, ,14.55,183.3,183.3,0, ,14.54,1000,15000,8, ,80,95, ,0, ,14.55,-99,-99,81
